TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63756934135419,42.9,27.9,0.0,0.0,15.0,22.0
63756934136623,43.0,28.0,0.0,0.0,15.0,20.8
63756934137825,42.8,27.7,0.0,0.0,15.0,25.1
63756934139019,42.6,27.5,0.0,0.0,15.0,25.3
63756934140236,42.2,27.2,0.0,0.0,15.0,23.6
63756934141452,42.5,27.5,0.0,0.0,15.0,24.6
63756934142720,42.6,27.6,0.0,0.0,15.0,24.0
63756934143964,42.4,27.4,0.0,0.0,15.0,22.3
63756934145186,42.5,27.5,0.0,0.0,15.0,22.9
63756934146417,42.7,27.7,0.0,0.0,15.0,25.1
63756934147639,42.5,27.5,0.0,0.0,15.0,23.9
63756934148871,41.5,26.5,0.0,0.0,15.0,24.5
63756934150085,42.4,27.4,0.0,0.0,15.0,24.1
63756934151311,42.2,27.2,0.0,0.0,15.0,24.2
63756934152533,42.1,27.1,0.0,0.0,15.0,24.5
63756934153771,41.9,26.9,0.0,0.0,15.0,24.1
63756934154987,41.9,26.9,0.0,0.0,15.0,24.7
63756934156214,42.7,27.6,0.0,0.0,15.0,24.6
63756934157439,42.1,27.1,0.0,0.0,15.0,23.6
63756934158670,42.6,27.6,0.0,0.0,15.0,24.0
63756934159924,42.0,27.0,0.0,0.0,15.0,24.7
63756934161151,42.6,27.6,0.0,0.0,15.0,23.8
63756934162375,42.7,27.7,0.0,0.0,15.0,25.2
63756934163599,42.2,27.2,0.0,0.0,15.0,25.2
63756934164821,42.3,27.3,0.0,0.0,15.0,24.6
63756934166026,42.4,27.4,0.0,0.0,15.0,25.4
63756934167249,42.8,27.8,0.0,0.0,15.0,25.1
63756934168491,42.7,27.6,0.0,0.0,15.0,24.9
63756934169714,42.7,27.7,0.0,0.0,15.0,24.5
63756934170859,42.6,27.6,0.0,0.0,15.0,24.6
63756934172052,42.8,27.8,0.0,0.0,15.0,24.4
63756934173202,43.0,28.0,0.0,0.0,15.0,25.1
63756934174362,42.8,27.8,0.0,0.0,15.0,25.4
63756934175374,42.6,27.6,0.0,0.0,15.0,0.0
63756934176529,42.5,27.5,0.0,0.0,15.0,23.8
63756934177670,42.2,27.1,0.0,0.0,15.0,24.5
63756934178823,42.8,27.8,0.0,0.0,15.0,25.3
63756934179961,42.9,27.9,0.0,0.0,15.0,25.1
63756934181112,42.7,27.7,0.0,0.0,15.0,25.2
63756934182264,42.3,27.3,0.0,0.0,15.0,24.3
63756934183413,42.5,27.4,0.0,0.0,15.0,25.0
63756934184558,42.4,27.4,0.0,0.0,15.0,23.9
63756934185690,42.5,27.5,0.0,0.0,15.0,26.0
63756934186836,42.3,27.3,0.0,0.0,15.0,24.7
63756934187982,42.3,27.3,0.0,0.0,15.0,24.8
63756934189134,42.1,27.1,0.0,0.0,15.0,24.8
63756934190273,42.1,27.0,0.0,0.0,15.0,23.8
63756934191414,42.7,27.7,0.0,0.0,15.0,25.6
63756934192566,42.7,27.7,0.0,0.0,15.0,24.4
63756934193710,42.5,27.5,0.0,0.0,15.0,24.4
63756934194855,43.0,28.0,0.0,0.0,15.0,24.4
63756934195998,43.0,28.0,0.0,0.0,15.0,24.8
63756934197143,42.6,27.6,0.0,0.0,15.0,24.4
63756934198283,43.0,28.0,0.0,0.0,15.0,25.9
63756934199439,43.0,28.0,0.0,0.0,15.0,26.4
63756934200580,42.8,27.8,0.0,0.0,15.0,24.8
63756934201746,42.8,27.8,0.0,0.0,15.0,24.2
63756934202881,42.9,27.9,0.0,0.0,15.0,25.1
63756934204032,42.9,27.9,0.0,0.0,15.0,25.7
63756934205167,41.9,26.9,0.0,0.0,15.0,24.1
63756934206304,42.6,27.6,0.0,0.0,15.0,24.9
63756934207434,42.4,27.4,0.0,0.0,15.0,25.1
63756934208555,42.3,27.3,0.0,0.0,15.0,26.6
63756934209696,42.6,27.6,0.0,0.0,15.0,26.0
63756934210808,42.5,27.5,0.0,0.0,15.0,24.7
63756934211929,41.4,26.4,0.0,0.0,15.0,25.6
63756934213061,43.0,28.0,0.0,0.0,15.0,25.8
63756934214198,41.8,26.8,0.0,0.0,15.0,24.7
63756934215330,43.0,28.0,0.0,0.0,15.0,26.1
63756934216477,42.4,27.4,0.0,0.0,15.0,25.6
63756934217607,42.2,27.2,0.0,0.0,15.0,26.2
63756934218733,42.4,27.4,0.0,0.0,15.0,26.3
63756934219870,42.4,27.4,0.0,0.0,15.0,24.2
63756934221003,42.8,27.8,0.0,0.0,15.0,25.6
63756934222141,42.0,26.9,0.0,0.0,15.0,25.3
63756934223274,42.3,27.3,0.0,0.0,15.0,23.7
63756934224403,42.6,27.6,0.0,0.0,15.0,26.1
63756934225541,42.3,27.3,0.0,0.0,15.0,25.6
63756934226658,42.2,27.2,0.0,0.0,15.0,25.1
63756934227803,42.0,27.0,0.0,0.0,15.0,25.3
63756934228916,42.7,27.7,0.0,0.0,15.0,26.4
63756934230040,42.6,27.6,0.0,0.0,15.0,25.2
63756934231166,42.6,27.6,0.0,0.0,15.0,26.1
63756934232299,42.8,27.8,0.0,0.0,15.0,25.1
63756934233428,41.9,26.8,0.0,0.0,15.0,24.2
63756934234552,42.1,27.0,0.0,0.0,15.0,25.6
63756934235678,42.6,27.6,0.0,0.0,15.0,26.7
63756934236805,42.5,27.5,0.0,0.0,15.0,24.6
63756934237924,42.1,27.1,0.0,0.0,15.0,25.8
63756934239060,42.0,27.0,0.0,0.0,15.0,24.8
63756934240210,42.8,27.8,0.0,0.0,15.0,23.8
63756934241344,42.2,27.2,0.0,0.0,15.0,24.6
63756934242464,42.8,27.8,0.0,0.0,15.0,26.0
63756934243585,41.7,26.7,0.0,0.0,15.0,24.5
63756934244704,42.9,27.9,0.0,0.0,15.0,26.3
63756934245705,42.4,27.4,0.0,0.0,15.0,--
63756934246709,42.5,27.5,0.0,0.0,15.0,--
63756934247709,42.8,27.8,0.0,0.0,15.0,--
